class,frame,joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z,joint12_x,joint12_y,joint12_z,joint13_x,joint13_y,joint13_z,joint14_x,joint14_y,joint14_z,joint15_x,joint15_y,joint15_z,joint16_x,joint16_y,joint16_z,joint17_x,joint17_y,joint17_z,joint18_x,joint18_y,joint18_z,joint19_x,joint19_y,joint19_z,joint20_x,joint20_y,joint20_z,joint21_x,joint21_y,joint21_z,joint22_x,joint22_y,joint22_z,joint23_x,joint23_y,joint23_z,joint24_x,joint24_y,joint24_z,joint25_x,joint25_y,joint25_z,joint26_x,joint26_y,joint26_z,joint27_x,joint27_y,joint27_z,joint28_x,joint28_y,joint28_z,joint29_x,joint29_y,joint29_z,joint30_x,joint30_y,joint30_z,joint31_x,joint31_y,joint31_z,joint32_x,joint32_y,joint32_z
approaching,seq0000.npy_0,0.4773407578468323,0.3060534596443176,-0.4108312726020813,0.4863654673099518,0.2891499698162079,-0.39046141505241394,0.49133357405662537,0.28928473591804504,-0.39053550362586975,0.4970834255218506,0.2895031273365021,-0.3905583322048187,0.47089681029319763,0.2884351313114166,-0.39167076349258423,0.4658273756504059,0.2882189154624939,-0.3917234539985657,0.4615226686000824,0.28832340240478516,-0.391842782497406,0.5068432092666626,0.2985818684101105,-0.2389146089553833,0.4576748311519623,0.295885294675827,-0.2505718171596527,0.48706382513046265,0.3253142535686493,-0.3523673415184021,0.4693574905395508,0.3240041732788086,-0.35522863268852234,0.5492934584617615,0.4158114194869995,-0.1261061131954193,0.4152757525444031,0.41135692596435547,-0.14253465831279755,0.56571364402771,0.5592582821846008,-0.039151523262262344,0.3979491591453552,0.5545874238014221,-0.08458130061626434,0.5755388736724854,0.7014965415000916,-0.18677732348442078,0.38956883549690247,0.6813422441482544,-0.2109380066394806,0.5796322822570801,0.7428372502326965,-0.233750581741333,0.3834729790687561,0.727266252040863,-0.25228309631347656,0.5687185525894165,0.7439265847206116,-0.28038984537124634,0.3918992280960083,0.7262302041053772,-0.29758328199386597,0.5647734999656677,0.7293878793716431,-0.20721666514873505,0.3969026803970337,0.7124689221382141,-0.23056121170520782,0.5205091238021851,0.68730628490448,0.011559244245290756,0.4443572461605072,0.6879997849464417,-0.011414439417421818,0.5063003301620483,0.8925868272781372,0.02512446977198124,0.44746217131614685,0.8935927152633667,-0.00047201578854583204,0.497577965259552,0.992573618888855,0.3667210638523102,0.45183029770851135,1.0090296268463135,0.2671436667442322,0.491220623254776,0.995357096195221,0.39417439699172974,0.4457205832004547,1.0702580213546753,0.28739795088768005,0.5006905794143677,1.09607994556427,0.26126962900161743,0.45361262559890747,1.1200958490371704,0.11245814710855484
approaching,seq0000.npy_1,0.4799642562866211,0.30819132924079895,-0.43021121621131897,0.4882272183895111,0.29115840792655945,-0.4116310477256775,0.49325260519981384,0.29114124178886414,-0.41168665885925293,0.49903804063796997,0.29133763909339905,-0.41170796751976013,0.47344130277633667,0.2908225953578949,-0.4122774600982666,0.4684865474700928,0.29065701365470886,-0.4123415946960449,0.463885635137558,0.29073187708854675,-0.4124409258365631,0.5090945959091187,0.30036216974258423,-0.26448002457618713,0.4595150947570801,0.2985070049762726,-0.2732827961444855,0.4892594814300537,0.32692763209342957,-0.3727732002735138,0.4719627797603607,0.3258269131183624,-0.3749205470085144,0.5518842339515686,0.4173583388328552,-0.15091663599014282,0.4172438979148865,0.4123038947582245,-0.15977920591831207,0.5687291622161865,0.5623408555984497,-0.055125974118709564,0.40050214529037476,0.5567452907562256,-0.09671618044376373,0.5772360563278198,0.7038424015045166,-0.18771223723888397,0.3918774724006653,0.6830925345420837,-0.22162213921546936,0.5807350873947144,0.7460801601409912,-0.2353287935256958,0.38587823510169983,0.7283562421798706,-0.26032933592796326,0.5694519877433777,0.7466975450515747,-0.2818053066730499,0.3938813805580139,0.7273979783058167,-0.3069562613964081,0.5656906366348267,0.7317669987678528,-0.20851144194602966,0.39881327748298645,0.7135066390037537,-0.24163612723350525,0.5223313570022583,0.6882171034812927,0.010230710729956627,0.44567108154296875,0.6882420778274536,-0.010094133205711842,0.5079002380371094,0.8926814198493958,0.024873249232769012,0.44947949051856995,0.8943355679512024,-0.00038319130544550717,0.4976404309272766,0.9939135909080505,0.33929890394210815,0.4524926543235779,1.0090569257736206,0.2491428405046463,0.491506963968277,0.9961566925048828,0.36354079842567444,0.44674238562583923,1.0700459480285645,0.26690220832824707,0.49904027581214905,1.0962035655975342,0.23478253185749054,0.4535799026489258,1.1201413869857788,0.09938432276248932
approaching,seq0000.npy_2,0.48350876569747925,0.30920282006263733,-0.4362679421901703,0.4911506772041321,0.2920219302177429,-0.4177055358886719,0.4965275228023529,0.291936993598938,-0.41776418685913086,0.5019214153289795,0.2921554744243622,-0.4177907109260559,0.4766365587711334,0.2919182777404785,-0.41877681016921997,0.4716023802757263,0.29185590147972107,-0.41884320974349976,0.46668943762779236,0.2918664515018463,-0.41894277930259705,0.5118001699447632,0.3011779189109802,-0.2699337303638458,0.4615258276462555,0.2998100221157074,-0.28079935908317566,0.49232202768325806,0.3277823328971863,-0.3785021901130676,0.47518453001976013,0.32690733671188354,-0.38122349977493286,0.5542562007904053,0.4185444414615631,-0.15493948757648468,0.41936272382736206,0.41303643584251404,-0.1676584780216217,0.5705589056015015,0.5643569827079773,-0.05755086615681648,0.4027119576931,0.5577148795127869,-0.10697498172521591,0.5786939263343811,0.7053634524345398,-0.18739809095859528,0.39448273181915283,0.6856006979942322,-0.23094351589679718,0.5819963812828064,0.7479336261749268,-0.23263780772686005,0.3890923857688904,0.7304397225379944,-0.268903523683548,0.5706924796104431,0.7485557198524475,-0.2784779965877533,0.397303968667984,0.7295258641242981,-0.3156452775001526,0.5669165849685669,0.7337982058525085,-0.2073746621608734,0.40206795930862427,0.7153293490409851,-0.2509053349494934,0.523892879486084,0.6895087957382202,0.010216656140983105,0.44714075326919556,0.6888988614082336,-0.010077860206365585,0.5098975300788879,0.8929778337478638,0.027014965191483498,0.4518806040287018,0.8953554630279541,0.002652429975569248,0.49875593185424805,0.9945090413093567,0.34153589606285095,0.4532131552696228,1.009568691253662,0.2500250041484833,0.49250802397727966,0.9966078996658325,0.3662729859352112,0.448385626077652,1.0696791410446167,0.2680601477622986,0.4990479052066803,1.0961872339248657,0.23671571910381317,0.45395469665527344,1.1201854944229126,0.10074444860219955
approaching,seq0000.npy_3,0.48435670137405396,0.31129851937294006,-0.4349381923675537,0.49215468764305115,0.29377901554107666,-0.41618046164512634,0.4974764883518219,0.29364213347435,-0.41624075174331665,0.5030595660209656,0.2938179671764374,-0.41626644134521484,0.4776436686515808,0.2938501238822937,-0.4170866906642914,0.4726719856262207,0.29380905628204346,-0.4171486496925354,0.46786046028137207,0.2938443720340729,-0.4172495901584625,0.5131461024284363,0.30273085832595825,-0.2676410973072052,0.4630206525325775,0.3015052080154419,-0.27755311131477356,0.49339789152145386,0.3296554684638977,-0.37689605355262756,0.47616881132125854,0.3288763761520386,-0.379387766122818,0.556100606918335,0.4197990596294403,-0.15269044041633606,0.4212302565574646,0.4139289855957031,-0.1650930643081665,0.5723503232002258,0.5657473206520081,-0.05657419562339783,0.4042966365814209,0.5578750371932983,-0.10541107505559921,0.579479455947876,0.7073577642440796,-0.18606755137443542,0.396284282207489,0.6856805086135864,-0.23054805397987366,0.5830012559890747,0.7496659755706787,-0.23080623149871826,0.39148181676864624,0.7306774854660034,-0.26893338561058044,0.5716387629508972,0.7503817677497864,-0.2766382098197937,0.39988237619400024,0.7296754717826843,-0.3155084550380707,0.5678753852844238,0.7353848814964294,-0.2056330144405365,0.404507577419281,0.7154134511947632,-0.2504290044307709,0.5248481631278992,0.6906604766845703,0.010020352900028229,0.4481557011604309,0.689235270023346,-0.009887035936117172,0.5106598734855652,0.8936876654624939,0.025388741865754128,0.45261597633361816,0.8979851007461548,0.002312358235940337,0.4987221658229828,0.9955993890762329,0.34241676330566406,0.4535366892814636,1.0095857381820679,0.25033000111579895,0.49269193410873413,0.998009979724884,0.36770009994506836,0.44864535331726074,1.0694220066070557,0.26827460527420044,0.49749621748924255,1.0974384546279907,0.23772954940795898,0.4539283215999603,1.1202235221862793,0.10442127287387848
approaching,seq0000.npy_4,0.48501282930374146,0.31208106875419617,-0.4326724112033844,0.4932349622249603,0.2943495810031891,-0.4133528769016266,0.4986476004123688,0.29421085119247437,-0.4134135842323303,0.5044170618057251,0.29438889026641846,-0.41341933608055115,0.4784596562385559,0.2944872975349426,-0.4140806794166565,0.4733937680721283,0.294402152299881,-0.4141468107700348,0.4687786102294922,0.294439435005188,-0.41425347328186035,0.5147873759269714,0.3036368489265442,-0.2641463875770569,0.4642879068851471,0.3023873567581177,-0.2733500003814697,0.49436289072036743,0.33097153902053833,-0.3748358190059662,0.4769832491874695,0.3302435278892517,-0.37707287073135376,0.5574237108230591,0.4216136038303375,-0.15249697864055634,0.4227485656738281,0.4153739809989929,-0.16221460700035095,0.5732689499855042,0.5677937865257263,-0.055937401950359344,0.4054505228996277,0.5586655139923096,-0.10516498982906342,0.5798215270042419,0.7099419236183167,-0.18818765878677368,0.3980881869792938,0.6869595050811768,-0.2292405068874359,0.5832559466362,0.7521213293075562,-0.23415660858154297,0.3935142159461975,0.7324852347373962,-0.26794952154159546,0.5716171264648438,0.752615749835968,-0.2788645029067993,0.4018325209617615,0.7315811514854431,-0.3144477605819702,0.5679315328598022,0.7376615405082703,-0.20726731419563293,0.4065500795841217,0.7165759205818176,-0.24915440380573273,0.5256606936454773,0.6935333609580994,0.010004334151744843,0.4488348364830017,0.6909564137458801,-0.009870738722383976,0.5115451812744141,0.8953589200973511,0.02672153152525425,0.45300668478012085,0.9010524153709412,0.0063217380084097385,0.49888068437576294,0.9963061809539795,0.3445358872413635,0.4539588391780853,1.009622573852539,0.2523955702781677,0.49298539757728577,0.9987955093383789,0.36901387572288513,0.4487167298793793,1.070740818977356,0.2696757912635803,0.4974863529205322,1.1003954410552979,0.23795059323310852,0.4539177417755127,1.1207890510559082,0.10455597937107086
approaching,seq0000.npy_5,0.4854666590690613,0.3130140006542206,-0.444091796875,0.49393343925476074,0.2954082190990448,-0.42449265718460083,0.4991423487663269,0.29536542296409607,-0.4245639443397522,0.5050227642059326,0.2955995202064514,-0.42460307478904724,0.4790695309638977,0.29529377818107605,-0.425985723733902,0.4740208089351654,0.2950746417045593,-0.42606106400489807,0.46952858567237854,0.29507070779800415,-0.4261808395385742,0.5152113437652588,0.304870069026947,-0.27151066064834595,0.465162456035614,0.30282503366470337,-0.2832370400428772,0.49493512511253357,0.33213889598846436,-0.38428589701652527,0.47740307450294495,0.3310643136501312,-0.38738521933555603,0.5578722953796387,0.4233821928501129,-0.15325389802455902,0.4231434464454651,0.41598325967788696,-0.17110176384449005,0.5736227631568909,0.5701547265052795,-0.056279443204402924,0.40650129318237305,0.5597097277641296,-0.1113869920372963,0.5801416635513306,0.7128311395645142,-0.18851271271705627,0.3993123471736908,0.6879034042358398,-0.23786334693431854,0.58353590965271,0.754482090473175,-0.23428785800933838,0.39485013484954834,0.7339057922363281,-0.2775082290172577,0.571721076965332,0.7551486492156982,-0.2790136933326721,0.40288519859313965,0.7332136034965515,-0.32490527629852295,0.5680785179138184,0.7403492331504822,-0.20750609040260315,0.4075935482978821,0.7177623510360718,-0.2579348683357239,0.5266825556755066,0.6954450607299805,0.010261275805532932,0.44952934980392456,0.6920877695083618,-0.010131414979696274,0.5125535726547241,0.8995157480239868,0.012823633849620819,0.4534734785556793,0.9050261378288269,-0.011581742204725742,0.4999590814113617,1.0433814525604248,0.3417243957519531,0.4542008936405182,1.0106184482574463,0.2514804005622864,0.4954473376274109,1.008072018623352,0.36710721254348755,0.4494151175022125,1.0762287378311157,0.2703567147254944,0.4993904232978821,1.1096206903457642,0.23352718353271484,0.4549849033355713,1.1263117790222168,0.1037619560956955
approaching,seq0000.npy_6,0.48556169867515564,0.3130129873752594,-0.4399643540382385,0.4943796694278717,0.2954256236553192,-0.42181888222694397,0.4995766580104828,0.29539579153060913,-0.42187756299972534,0.5055044889450073,0.2956230044364929,-0.42190733551979065,0.4791010320186615,0.29530471563339233,-0.4223383367061615,0.474052369594574,0.29509469866752625,-0.42241907119750977,0.469593346118927,0.2951281666755676,-0.4225524961948395,0.5159074664115906,0.30491212010383606,-0.2693798542022705,0.46572670340538025,0.3028338849544525,-0.28133851289749146,0.49548178911209106,0.3321484625339508,-0.38181209564208984,0.47761091589927673,0.33115965127944946,-0.38359546661376953,0.5593647360801697,0.42374926805496216,-0.15190666913986206,0.4239693582057953,0.41627031564712524,-0.168802872300148,0.5735343098640442,0.5708858966827393,-0.0557977668941021,0.40775007009506226,0.5607655048370361,-0.1096825823187828,0.579889178276062,0.7127677798271179,-0.1864880919456482,0.39976269006729126,0.6894190907478333,-0.236612007021904,0.5835634469985962,0.7539035677909851,-0.23204419016838074,0.39526933431625366,0.7344147562980652,-0.2763364613056183,0.5720614194869995,0.7547710537910461,-0.27663376927375793,0.40344148874282837,0.7337821125984192,-0.3227805197238922,0.5684694647789001,0.7401511669158936,-0.2053665816783905,0.4080387055873871,0.7184321880340576,-0.2563708424568176,0.5277932286262512,0.6960203051567078,0.010257860645651817,0.4504433274269104,0.6923120617866516,-0.010128279216587543,0.5127495527267456,0.8994694352149963,0.018433284014463425,0.45360827445983887,0.9065514802932739,-0.0033240828197449446,0.49978533387184143,1.025772213935852,0.3523455560207367,0.4542876183986664,1.012259602546692,0.2585507333278656,0.49495309591293335,1.0073405504226685,0.37841981649398804,0.4493269920349121,1.0760191679000854,0.27805444598197937,0.49689236283302307,1.109830379486084,0.24788765609264374,0.4538935124874115,1.127027153968811,0.1114112138748169
approaching,seq0000.npy_7,0.48579591512680054,0.3129115700721741,-0.4311034679412842,0.49487370252609253,0.29537683725357056,-0.41323232650756836,0.500066876411438,0.29535824060440063,-0.4132956862449646,0.5059652924537659,0.2955606281757355,-0.41331562399864197,0.4793260097503662,0.2952048182487488,-0.4132622182369232,0.4743800163269043,0.29499292373657227,-0.41332298517227173,0.47001323103904724,0.2950330078601837,-0.41344523429870605,0.5162476301193237,0.30482256412506104,-0.26598235964775085,0.4664948880672455,0.3027133345603943,-0.273823082447052,0.49595388770103455,0.33205467462539673,-0.3743787407875061,0.47779685258865356,0.33101943135261536,-0.37548142671585083,0.5598471760749817,0.4238201677799225,-0.15153928101062775,0.42448434233665466,0.41632217168807983,-0.16435134410858154,0.5733208656311035,0.5707336068153381,-0.05617266148328781,0.4084032475948334,0.5607927441596985,-0.10828889906406403,0.5798161029815674,0.7135186791419983,-0.1870180070400238,0.4001191556453705,0.6894657015800476,-0.23423346877098083,0.5834954380989075,0.7553520798683167,-0.23246626555919647,0.3957356810569763,0.7348113656044006,-0.2727340757846832,0.571953535079956,0.7558200359344482,-0.27717602252960205,0.40364184975624084,0.7341020703315735,-0.3192714750766754,0.568351149559021,0.741051971912384,-0.20544250309467316,0.4081845283508301,0.7187528014183044,-0.2539016306400299,0.5278542637825012,0.6961091756820679,0.010250262916088104,0.45049652457237244,0.6922723054885864,-0.010120225138962269,0.5135127902030945,0.8993890881538391,0.01985256001353264,0.45398831367492676,0.9062055945396423,-0.0007982676033861935,0.5003982782363892,1.0167210102081299,0.33630937337875366,0.4551725387573242,1.0136609077453613,0.24646253883838654,0.49490371346473694,1.05479896068573,0.35952523350715637,0.45001381635665894,1.075671672821045,0.2638412415981293,0.4969320297241211,1.1096163988113403,0.22699984908103943,0.453887939453125,1.1267369985580444,0.09697473794221878
approaching,seq0000.npy_8,0.48616933822631836,0.31336596608161926,-0.4442337155342102,0.4954163432121277,0.2959088683128357,-0.4247809052467346,0.5005027651786804,0.2959915101528168,-0.42485228180885315,0.506408154964447,0.29621240496635437,-0.4248935580253601,0.479647159576416,0.29540255665779114,-0.4258224368095398,0.4746716618537903,0.2951127886772156,-0.42588767409324646,0.47032374143600464,0.2951025664806366,-0.4260081648826599,0.5166367888450623,0.3056897819042206,-0.27282145619392395,0.4667356014251709,0.30275091528892517,-0.28328490257263184,0.4963109493255615,0.3326398432254791,-0.385077565908432,0.4780035614967346,0.3313581645488739,-0.38760048151016235,0.5601627826690674,0.42451179027557373,-0.15578113496303558,0.4246777892112732,0.41718965768814087,-0.1709904968738556,0.573304295539856,0.5716863870620728,-0.05818638205528259,0.4089888036251068,0.5607130527496338,-0.11031230539083481,0.579712986946106,0.7145057916641235,-0.18733739852905273,0.40094423294067383,0.6903174519538879,-0.23489782214164734,0.5834141969680786,0.7570434808731079,-0.23304176330566406,0.39693623781204224,0.736036479473114,-0.2733646035194397,0.5718976259231567,0.7573838829994202,-0.27794501185417175,0.4043613076210022,0.7353304624557495,-0.32069116830825806,0.5682591199874878,0.7430559992790222,-0.20600661635398865,0.40871793031692505,0.7198579907417297,-0.25488656759262085,0.5276820659637451,0.6976604461669922,0.010164085775613785,0.4503486156463623,0.6932128667831421,-0.010034012608230114,0.5136517286300659,0.9002061486244202,0.01722465083003044,0.45384183526039124,0.9064043164253235,-0.0029905405826866627,0.5004523396492004,1.016238808631897,0.338382363319397,0.45555058121681213,1.0140265226364136,0.2499038428068161,0.4949922561645508,1.0416704416275024,0.3624419569969177,0.449981153011322,1.0759145021438599,0.26871222257614136,0.4963425099849701,1.1129093170166016,0.22941938042640686,0.4535749554634094,1.1267050504684448,0.10279440879821777
approaching,seq0000.npy_9,0.48753076791763306,0.3146685063838959,-0.4408433437347412,0.49672189354896545,0.29710090160369873,-0.42143869400024414,0.5017803907394409,0.29720941185951233,-0.4215126633644104,0.5078006982803345,0.297471821308136,-0.42155027389526367,0.4808628559112549,0.296409547328949,-0.4223623275756836,0.47573572397232056,0.29598602652549744,-0.42242392897605896,0.4713830351829529,0.29590776562690735,-0.4225405752658844,0.5177305936813354,0.3068843185901642,-0.2722316086292267,0.4674152731895447,0.30341073870658875,-0.2811903953552246,0.4974164068698883,0.3340250253677368,-0.38242587447166443,0.47907939553260803,0.33253350853919983,-0.384738951921463,0.5607591271400452,0.4261297583580017,-0.1515386551618576,0.4252559244632721,0.41774722933769226,-0.17017203569412231,0.573805034160614,0.5732657313346863,-0.05027996376156807,0.4100937247276306,0.5609437227249146,-0.1096833348274231,0.5796340107917786,0.7164331674575806,-0.1798432320356369,0.4019235670566559,0.690480649471283,-0.23477277159690857,0.5833595395088196,0.7594299912452698,-0.22505071759223938,0.39757829904556274,0.7361253499984741,-0.2739979326725006,0.5718687772750854,0.7596055269241333,-0.27022960782051086,0.4047757089138031,0.735483705997467,-0.320965439081192,0.5681939721107483,0.7456575036048889,-0.1987357884645462,0.4093291163444519,0.7199137210845947,-0.25468021631240845,0.5283757448196411,0.6997509002685547,0.0103291692212224,0.45106786489486694,0.6942518353462219,-0.010196594521403313,0.5137956738471985,0.9033127427101135,0.009779207408428192,0.45420295000076294,0.9078654646873474,-0.012567532248795033,0.5004206895828247,1.0156564712524414,0.3387269377708435,0.45589128136634827,1.015113353729248,0.2497614324092865,0.4949672222137451,1.034211277961731,0.36406558752059937,0.449953556060791,1.0786906480789185,0.26916012167930603,0.49588149785995483,1.1135975122451782,0.22968432307243347,0.4536295533180237,1.1300294399261475,0.10063651949167252
